siscakid,0.32,0.13,0.08,0.24,0.29,0.15,0.29
slimchick1900,0.4,0.47,0.44,0.44,0.55,0.54,0.34
sox_morgan,0.39,0.5,0.36,0.53,0.25,0.31,0.32
sprunger_david,0.33,0.44,0.28,0.21,0.38,0.31,0.45
stephenjus,0.42,0.49,0.29,0.5,0.51,0.49,0.29
suartcat4,0.31,0.31,0.26,0.46,0.24,0.26,0.22
suvyboy,0.3,0.23,0.09,0.18,0.21,0.34,0.2
sweetviolets1,0.37,0.38,0.23,0.45,0.44,0.34,0.11
syddid_VI24,0.33,0.31,0.2,0.52,0.44,0.3,0.17
taz_duke,0.36,0.46,0.32,0.49,0.33,0.47,0.14
texmargo,0.26,0.42,0.16,0.51,0.3,0.33,0.17
tghj765,0.24,0.31,0.14,0.26,0.37,0.28,0.1
thebestcloser,0.29,0.32,0.4,0.41,0.35,0.16,0.26
thewobbleeffect,0.31,0.26,0.39,0.26,0.25,0.49,0.2
thmsintdesign,0.32,0.45,0.21,0.35,0.43,0.17,0.14
tjemery1,0.55,0.45,0.42,0.16,0.38,0.32,0.45
tlyles77txgal,0.44,0.51,0.64,0.34,0.4,0.51,0.32
tommcq6,0.34,0.39,0.2,0.51,0.36,0.36,0.36
tullyframe,0.34,0.48,0.21,0.63,0.36,0.26,0.29
undercover0000,0.41,0.12,0.38,0.34,0.44,0.25,0.1
ver_wey,0.3,0.38,0.18,0.22,0.34,0.44,0.28
vhfancc,0.38,0.34,0.23,0.33,0.3,0.37,0.37
vicpelt,0.29,0.45,0.15,0.14,0.16,0.17,0.01
voice_of_sane1,0.33,0.38,0.23,0.26,0.28,0.2,0.13
wanthillaryout,0.58,0.51,0.62,0.72,0.72,0.62,0.6
whocares2016no1,0.3,0.35,0.37,0.47,0.3,0.33,0.19
whomadewho101,0.41,0.39,0.54,0.35,0.53,0.29,0.32
wildwildwes55,0.37,0.36,0.26,0.46,0.41,0.32,0.15
winwarchr,0.49,0.42,0.18,0.48,0.66,0.35,0.2
xformed,0.26,0.48,0.26,0.46,0.33,0.39,0.25
xzrexx,0.5,0.37,0.16,0.35,0.43,0.36,0.17
yesdog1942,0.44,0.7,0.44,0.5,0.62,0.54,0.39
1961Xavier,0.27,0.35,0.2,0.35,0.29,0.14,0.04
1stayinformed,0.47,0.53,0.68,0.47,0.66,0.58,0.45
3Panda3,0.36,0.55,0.37,0.34,0.35,0.43,0.31
777Ernie,0.36,0.35,0.44,0.33,0.22,0.2,0.32
7S13R,0.47,0.4,0.47,0.26,0.61,0.59,0.34
93ParkAvenue,0.34,0.53,0.71,0.53,0.21,0.45,0.33
AZTanya,0.28,0.25,0.23,0.28,0.31,0.25,0.09
Abinormal1,0.32,0.37,0.13,0.48,0.34,0.22,0.15
AcroAman,0.52,0.49,0.52,0.61,0.68,0.42,0.45
AlajosVida,0.6,0.4,0.56,0.51,0.71,0.51,0.79
AleksanderRB,0.31,0.4,0.29,0.42,0.38,0.33,0.08
AlexMimikosyaho,0.3,0.36,0.38,0.38,0.21,0.26,0.21
America4DTrump,0.4,0.45,0.31,0.34,0.36,0.37,0.23
AmySMann,0.15,0.31,0.33,0.17,0.4,0.24,0.26
AndreFrato,0.59,0.4,0.44,0.34,0.62,0.36,0.22
AndyWHumphreys,0.41,0.36,0.26,0.46,0.31,0.24,0.42
AtticusinCanada,0.27,0.14,0.19,0.43,0.14,0.21,0.27
AuntInAZ,0.25,0.45,0.36,0.3,0.34,0.39,0.18
BRN2BL8,0.28,0.49,0.12,0.44,0.28,0.28,0.2
Barbara531,0.44,0.55,0.45,0.42,0.23,0.5,0.19
BeckyOmz,0.33,0.25,0.21,0.45,0.38,0.37,0.14
BishopsB2B,0.62,0.53,0.11,0.63,0.62,0.42,0.29
BloggerNetUSA,0.46,0.836666667,0.6175,0.840246053,0.793147134,0.83,0.34
BostonForTrump,0.58,0.6,0.34,0.27,0.64,0.37,0.46
BreakngNewsBlst,0.44,0.86,0.61,0.840246053,0.793147134,0.62,0.19
Brooke888888,0.39,0.35,0.22,0.34,0.4,0.55,0.26
BusyMommaJ,0.26,0.3,0.31,0.29,0.2,0.36,0.03
ButterflyAzadeh,0.29,0.38,0.2,0.31,0.28,0.41,0.27
CALARACSMIKLE,0.29,0.38,0.09,0.28,0.34,0.24,0.06
CBockino,0.33,0.37,0.34,0.52,0.31,0.31,0.32
CIABillWilson,0.3,0.29,0.15,0.31,0.38,0.38,0.16
CTony14,0.36,0.2,0.22,0.36,0.44,0.23,0.09
Can4trump,0.37,0.3,0.22,0.3,0.45,0.25,0.14
CarolCcsee,0.22,0.32,0.2,0.33,0.34,0.32,0.03
CarolCorrell,0.3,0.32,0.26,0.23,0.45,0.22,0.03
CarynCain,0.5,0.35,0.26,0.27,0.46,0.2,0.27
CindyDay1,0.34,0.46,0.29,0.31,0.26,0.41,0.16
ConstanceQueen8,0.44,0.41,0.26,0.29,0.41,0.28,0.67
CritchleyBob,0.46,0.43,0.37,0.49,0.49,0.46,0.37
Crystal4Trump,0.32,0.2,0.08,0.58,0.33,0.43,0.37
Cshaka8Johnson,0.35,0.37,0.37,0.3,0.49,0.45,0.36
Curucible,0.24,0.21,0.17,0.14,0.43,0.3,0.12
CyndiRocks1,0.28,0.26,0.03,0.38,0.29,0.23,0.31
DAFUQUSA,0.29,0.41,0.35,0.46,0.27,0.35,0.23
DRUMR48,0.37,0.37,0.46,0.45,0.24,0.46,0.21
DareToReadIt,0.25,0.33,0.12,0.32,0.34,0.33,0.2
DarfishIzady,0.22,0.24,0.3,0.44,0.19,0.34,0.2
DarkArchery,0.39,0.33,0.21,0.39,0.33,0.24,0.34
DavidLohago,0.22,0.32,0.23,0.36,0.39,0.27,0.08
DebbieHoward213,0.24,0.37,0.28,0.38,0.17,0.28,0.24
DechertWilliam,0.23,0.41,0.37,0.35,0.25,0.44,0.21
DeeLouiseWhitn1,0.33,0.3,0.07,0.31,0.28,0.23,0.11
DeniseBosak,0.26,0.41,0.51,0.25,0.31,0.23,0.06
DinduDingus,0.73,0.52,0.42,0.71,0.74,0.64,0.58
DivaAmie,0.33,0.46,0.18,0.5,0.32,0.25,0.31
Dlc40458,0.43,0.46,0.15,0.21,0.33,0.39,0.17
DonaldJRooseve1,0.27,0.25,0.24,0.13,0.37,0.44,0.12
Donnam8470Donna,0.36,0.32,0.1,0.45,0.23,0.33,0.26
DorvalTony,0.34,0.34,0.32,0.36,0.25,0.34,0.27
DotLogica,0.22,0.32,0.27,0.23,0.43,0.31,0.14
Dr_Whomsoever,0.35,0.27,0.07,0.46,0.39,0.4,0.14
DrakeRickdrake1,0.46,0.52,0.35,0.36,0.43,0.55,0.25
DwbirdDee,0.34,0.38,0.46,0.49,0.46,0.48,0.32
EasyEarl,0.67,0.55,0.02,0.28,0.62,0.27,0.77
EdFlint2,0.25,0.3,0.12,0.41,0.34,0.32,0.3
EdHarvey55,0.24,0.31,0.31,0.28,0.26,0.38,0.58
Elucidated2,0.18,0.28,0.08,0.35,0.23,0.31,0.2
EricDaniszewsk,0.3,0.34,0.42,0.25,0.32,0.24,0.22
Fixer_guy,0.28,0.36,0.28,0.43,0.21,0.15,0.33
Flangeo,0.34,0.27,0.54,0.52,0.32,0.15,0.06
FlipItDem,0.4,0.38,0.37,0.48,0.39,0.43,0.34
FoL2009,0.43,0.51,0.68,0.44,0.34,0.55,0.44
FunnygirlLee,0.44,0.41,0.51,0.43,0.68,0.52,0.39
GEanalyst,0.25,0.3,0.05,0.37,0.23,0.08,0.34
GentryLeeBurke,0.27,0.34,0.2,0.22,0.3,0.13,0.19
GeraldLangford2,0.39,0.33,0.2,0.34,0.68,0.28,0.5
GiacomoJhall68,0.61,0.49,0.2,0.37,0.59,0.6,0.17
GodzWorld,0.3,0.34,0.22,0.23,0.43,0.38,0.22
GoykhmanAlla,0.37,0.47,0.19,0.48,0.43,0.35,0.27
GrampsEli,0.19,0.25,0.1,0.4,0.34,0.21,0.06
Gravity1223,0.31,0.28,0.36,0.28,0.24,0.37,0.22
HWDRepublican,0.56,0.69,0.58,0.48,0.54,0.63,0.41
HamletCindy,0.47,0.86,0.55,0.67,0.67,0.85,0.5
Hi_Hi_Hi_There,0.68,0.59,0.787951843,0.799392857,0.71,0.41,0.783886357
Huskylover08,0.12,0.39,0.18,0.3,0.1,0.39,0.01
ImagineAnna,0.35,0.27,0.22,0.36,0.26,0.23,0.29
Immune30,0.4,0.43,0.28,0.37,0.28,0.41,0.3
Informa84162528,0.41,0.37,0.28,0.46,0.51,0.45,0.39
JActs1631,0.37,0.45,0.23,0.51,0.24,0.39,0.3
James_Alan61,0.45,0.43,0.61,0.55,0.44,0.5,0.59
JamieBe70811936,0.16,0.43,0.57,0.2,0.28,0.43,0.25
JanElizW1229,0.22,0.17,0.21,0.3,0.26,0.07,0.2
Jesse_Invictus,0.3,0.31,0.33,0.19,0.24,0.48,0.08
JimmyA_Shook1s,0.32,0.46,0.16,0.39,0.2,0.48,0.09
Joe_America1776,0.48,0.69,0.26,0.68,0.6,0.47,0.33
Joh_Ei,0.29,0.4,0.27,0.35,0.29,0.37,0.2
JohnDitmars1,0.32,0.51,0.14,0.26,0.36,0.37,0.23
JohnTrumpGuy,0.26,0.36,0.07,0.31,0.29,0.25,0.08
JoniChild,0.23,0.44,0.24,0.3,0.44,0.43,0.08
KJPritchard4,0.54,0.45,0.41,0.29,0.66,0.47,0.31
KSTAR102TALK,0.67,0.29,0.26,0.52,0.61,0.22,0.37
KnowledgeSnap,0.6,0.506666667,0.29,0.674577922,0.66,0.7,0.67
KorbySoobotin,0.53,0.52,0.57,0.39,0.55,0.58,0.3
KristinG70,0.29,0.27,0.22,0.29,0.17,0.38,0.11
LOYALtoTRUMP,0.44,0.51,0.31,0.46,0.49,0.4,0.2
LVNVBailBonds,0.51,0.64,0.5,0.900170337,0.52,0.75,0.38
LarissaBaca,0.53,0.48,0.37,0.33,0.65,0.48,0.59
LarryWalshID,0.46,0.35,0.38,0.38,0.63,0.26,0.16
LeslieJahn1,0.45,0.25,0.26,0.33,0.61,0.33,0.21
LinNiki,0.34,0.33,0.11,0.26,0.57,0.21,0.03
LindaCollins11,0.31,0.27,0.36,0.4,0.24,0.29,0.33
LochnerWalter,0.48,0.28,0.07,0.25,0.56,0.33,0.25
M256A1,0.32,0.4,0.37,0.18,0.27,0.26,0.16
MMEDmusic,0.49,0.57,0.66,0.32,0.58,0.45,0.42
MWAgain,0.37,0.37,0.28,0.42,0.27,0.16,0.63
MadYellowDog,0.25,0.3,0.09,0.39,0.29,0.3,0.16
Maria4America,0.36,0.36,0.42,0.36,0.13,0.33,0.27
McnealyGeorge,0.32,0.47,0.38,0.33,0.47,0.37,0.31
Me4USam,0.21,0.36,0.24,0.44,0.24,0.32,0.11
MeRedWhiteBlue,0.37,0.41,0.14,0.53,0.3,0.21,0.18
MgicSurf,0.27,0.38,0.24,0.44,0.14,0.44,0.12
Michael02077548,0.29,0.45,0.25,0.58,0.44,0.5,0.33
MicheleATittler,0.27,0.37,0.33,0.33,0.28,0.29,0.2
Michell16942714,0.25,0.29,0.19,0.47,0.33,0.19,0.32
MikeMusky427,0.31,0.42,0.23,0.39,0.4,0.42,0.41
Mina001,0.3,0.23,0.23,0.33,0.24,0.32,0.08
MoniqueCook20,0.28,0.29,0.45,0.37,0.31,0.24,0.27
MonopointAmy,0.37,0.24,0.18,0.41,0.5,0.23,0.2
MuRk_MoNsT3R,0.38,0.36,0.13,0.42,0.29,0.33,0.3
MyPlace4U,0.31,0.24,0.39,0.47,0.18,0.28,0.16
Myinfo941454043,0.4,0.55,0.52,0.49,0.41,0.47,0.5
NancyRubino,0.34,0.45,0.45,0.54,0.26,0.43,0.32
OLipstickBandit,0.65,0.25,0.24,0.16,0.6,0.18,0.33
OldLinePatriot,0.36,0.32,0.28,0.49,0.25,0.27,0.41
PLAGUEDDC5,0.56,0.45,0.28,0.29,0.57,0.48,0.33
PRETTYGIRLGG11,0.33,0.23,0.14,0.26,0.28,0.18,0.36
PatscsReese,0.3,0.41,0.49,0.62,0.39,0.43,0.23
PaulieAbeles,0.32,0.34,0.23,0.33,0.34,0.163333333,0.14
Phyllis28333,0.3,0.33,0.27,0.41,0.4,0.36,0.46
PolticsNewz,0.83,0.51,0.5,0.45,0.59,0.5,0.61
PrometheusLaw,0.47,0.78,0.41,0.730833333,0.78,0.62,0.06
R98250729,0.44,0.56,0.54,0.25,0.58,0.51,0.77
RaidersNana,0.11,0.29,0.15,0.2,0.17,0.19,0.02
Rarod73,0.22,0.27,0.32,0.17,0.21,0.43,0.06
Richieamx,0.53,0.44,0.29,0.59,0.58,0.42,0.41
Ricky__B,0.2,0.23,0.2,0.27,0.29,0.17,0.1
RobertShawCF,0.15,0.22,0.35,0.27,0.16,0.28,0.18
RodHenry9,0.43,0.35,0.22,0.37,0.43,0.31,0.38
RoosterWrangler,0.32,0.27,0.07,0.24,0.25,0.4,0.17
RowlandViki,0.61,0.44,0.25,0.47,0.48,0.41,0.51
Roxanne060979,0.26,0.28,0.06,0.26,0.29,0.34,0.16
RoyFletcher7,0.25,0.18,0.27,0.46,0.29,0.28,0.11
RubyCodpiece,0.32,0.44,0.16,0.36,0.3,0.24,0.42
RuggieroMarie,0.43,0.5,0.54,0.4,0.62,0.73,0.27
Running_creek,0.39,0.39,0.3,0.41,0.3,0.44,0.22
SJB6991,0.61,0.58,0.44,0.51,0.62,0.59,0.41
SaddamoStella,0.5,0.45,0.51,0.27,0.7,0.47,0.35
SamJosephsSN,0.26,0.32,0.31,0.29,0.38,0.29,0.44
SandyDa99630474,0.27,0.44,0.58,0.43,0.3,0.33,0.31
SandyHermannJ,0.38,0.21,0.25,0.52,0.25,0.21,0.56
SandyMSantiago,0.23,0.32,0.23,0.37,0.3,0.24,0.13
SebrinaAlfonso,0.32,0.48,0.27,0.39,0.2,0.34,0.13
SeidmanAnita,0.22,0.42,0.26,0.28,0.35,0.31,0.08
SerSereyn,0.38,0.43,0.41,0.44,0.39,0.5,0.32
SilvanaGuerra11,0.34,0.62,0.22,0.53,0.59,0.52,0.43
SkippyManuel,0.49,0.43,0.52,0.4,0.62,0.42,0.56
Sky_Max,0.42,0.39,0.04,0.22,0.44,0.33,0.37
SnubbaInWA,0.26,0.23,0.23,0.25,0.36,0.26,0.16
SonnyTfoth,0.22,0.37,0.32,0.35,0.33,0.18,0.2
SophiaLamar1,0.33,0.35,0.21,0.31,0.27,0.48,0.15
SototG,0.39,0.09,0.1,0.26,0.45,0.16,0.35
SouthernRock3,0.29,0.39,0.08,0.39,0.14,0.2,0.18
Spencilular,0.26,0.25,0.32,0.29,0.25,0.12,0.16
StachedMan,0.15,0.18,0.29,0.13,0.3,0.07,0.06
StickyBlueDream,0.92,0.83,0.89,0.803186735,0.76,0.61,0.93
StphanieBreton2,0.14,0.13,0.23,0.22,0.19,0.1,0.06
Suzie4Hillary4A,0.32,0.28,0.24,0.42,0.21,0.23,0.16
TNrina,0.4,0.36,0.36,0.43,0.36,0.32,0.15
TZKJW,0.46,0.52,0.4,0.38,0.5,0.51,0.36
Teach3ca,0.34,0.38,0.4,0.35,0.25,0.3,0.23
Tee_Quake,0.41,0.42,0.44,0.49,0.32,0.31,0.5
Teresa_H_,0.29,0.38,0.17,0.3,0.29,0.2,0.27
TerriLynch6060,0.33,0.26,0.2,0.22,0.34,0.38,0.15
TheDailyDigest,0.48,0.75,0.59,0.55,0.69,0.59,0.25
TheTrump_Party,0.66,0.5,0.45,0.83,0.8,0.52,0.6
Therealjliebs,0.46,0.49,0.31,0.26,0.42,0.42,0.42
TigCook,0.42,0.48,0.49,0.57,0.59,0.53,0.34
TinaMorphis,0.34,0.35,0.36,0.56,0.3,0.44,0.34
Tj1701a,0.42,0.37,0.5,0.45,0.32,0.3,0.3
ToTheTopChris,0.33,0.49,0.2,0.39,0.48,0.34,0.13
TriaRyder,0.19,0.32,0.23,0.34,0.21,0.34,0.11
TroyConway10,0.36,0.43,0.41,0.22,0.59,0.4,0.38
TrumpBoySwag,0.12,0.21,0.42,0.2,0.13,0.17,0.14
Trumpforus1,0.25,0.27,0.09,0.07,0.27,0.29,0.14
TrumpingNow,0.34,0.36,0.21,0.37,0.32,0.27,0.22
TweniCheeks,0.25,0.43,0.26,0.39,0.29,0.32,0.1
UNFORGIVIN_,0.34,0.44,0.54,0.22,0.38,0.46,0.27
VeroVicks,0.8,0.65,0.63,0.60026937,0.6,0.7,0.8
Visitkarte,0.32,0.32,0.12,0.52,0.19,0.34,0.2
WV_Kelley,0.49,0.58,0.73,0.31,0.42,0.55,0.63
Walter_Dragone,0.1,0.2,0.24,0.11,0.17,0.15,0.17
Wanchen20,0.59,0.65,0.53,0.57,0.53,0.57,0.48
WandaMiller5102,0.34,0.31,0.15,0.12,0.31,0.12,0.26
We_The_PeopleTX,0.5,0.51,0.4,0.3,0.57,0.46,0.44
WickedVeggie,0.58,0.66,0.54,0.47,0.61,0.52,0.49
Zener39,0.4,0.49,0.37,0.43,0.35,0.31,0.26
ZiggyinHeavon,0.29,0.4,0.1,0.2,0.32,0.27,0.32
ahernandez2bak,0.35,0.43,0.34,0.46,0.27,0.35,0.58
akuma_river,0.37,0.54,0.44,0.5,0.27,0.54,0.14
aljtamsam,0.35,0.38,0.15,0.21,0.31,0.4,0.52
allabouttrump,0.33,0.26,0.2,0.13,0.37,0.12,0.24
am22rszu,0.49,0.47,0.62,0.46,0.42,0.45,0.51
ammboston,0.38,0.3,0.1,0.32,0.46,0.19,0.28
amymariewillard,0.38,0.38,0.32,0.33,0.35,0.434,0.27
andreapkn,0.32,0.48,0.2,0.37,0.22,0.29,0.31
anon0man,0.73,0.59,0.25,0.5,0.71,0.68,0.88
aquasuede,0.26,0.41,0.31,0.33,0.38,0.4,0.17
arcadiacalls,0.52,0.42,0.13,0.44,0.34,0.26,0.46
bakerjmw2016,0.32,0.32,0.16,0.45,0.18,0.15,0.22
bj1012682,0.29,0.26,0.05,0.53,0.23,0.22,0.24
blattner_glenda,0.27,0.4,0.36,0.32,0.37,0.34,0.24
blupony3,0.29,0.35,0.32,0.23,0.35,0.25,0.23
bobriesterer,0.17,0.35,0.15,0.22,0.26,0.22,0.12
boit_brad,0.3,0.44,0.66,0.44,0.36,0.46,0.52
britom1947,0.36,0.38,0.34,0.28,0.24,0.36,0.13
bubusmaw,0.38,0.59,0.55,0.32,0.46,0.42,0.39
bunnehbooboo,0.2,0.34,0.23,0.44,0.4,0.41,0.2
c_siera,0.51,0.58,0.37,0.61,0.65,0.52,0.48
cacaskata,0.25,0.29,0.27,0.38,0.38,0.34,0.13
cantcu,0.28,0.24,0.25,0.15,0.35,0.29,0.1
capbye,0.38,0.32,0.19,0.53,0.26,0.22,0.35
carwizrd,0.49,0.42,0.25,0.44,0.39,0.27,0.54
carynholt,0.33,0.42,0.76,0.2,0.39,0.56,0.39
chemical_lab,0.13,0.31,0.09,0.25,0.19,0.24,0.06
cheryl5551212,0.4,0.58,0.3,0.48,0.38,0.52,0.22
chicoscperez,0.36,0.42,0.28,0.35,0.42,0.53,0.29
chris63414391,0.43,0.48,0.36,0.39,0.37,0.29,0.48
cjkpilot,0.45,0.36,0.18,0.53,0.35,0.33,0.45
colinmorgan1,0.47,0.37,0.17,0.23,0.68,0.454,0.3
crabtrem,0.53,0.32,0.2,0.34,0.6,0.26,0.07
cuban2hot,0.34,0.52,0.2,0.45,0.29,0.42,0.15
cultcommoncore,0.45,0.27,0.28,0.14,0.31,0.29,0.4
dardar1126,0.41,0.49,0.37,0.49,0.45,0.48,0.28
david_mangels,0.29,0.3,0.07,0.21,0.23,0.26,0.11
davidpwil,0.29,0.37,0.23,0.27,0.33,0.3,0.35
dcontroversal,0.62,0.36,0.09,0.44,0.61,0.34,0.22
debkelley0731,0.39,0.45,0.6,0.38,0.5,0.44,0.47
denlusk13,0.57,0.1,0.12,0.24,0.45,0.43,0.26
dfhall07,0.16,0.31,0.14,0.01,0.22,0.32,0.15
dinodogstar,0.41,0.6,0.5,0.35,0.38,0.423333333,0.24
dixydeans1,0.16,0.05,0.2,0.13,0.23,0.17,0.12
donsutcliffe53,0.34,0.35,0.27,0.34,0.32,0.31,0.29
dremmelqueen,0.31,0.45,0.1,0.39,0.28,0.32,0.41
eddyrogerparker,0.3,0.28,0.16,0.53,0.37,0.25,0.32
evilsax,0.26,0.27,0.23,0.21,0.32,0.2,0.39
excellence_tell,0.68,0.82,0.75,0.840246053,0.793147134,0.87,0.82
flee8250aolcom,0.35,0.47,0.46,0.42,0.49,0.37,0.34
floridayys,0.2,0.22,0.27,0.52,0.23,0.3,0.09
folowerrr,0.46,0.5,0.2,0.35,0.53,0.25,0.26
francisortis_2,0.15,0.39,0.18,0.27,0.3,0.26,0.13
frodofied,0.35,0.36,0.12,0.46,0.38,0.21,0.27
futuretrader007,0.28,0.41,0.41,0.36,0.42,0.27,0.28
gaelbill,0.28,0.33,0.1,0.17,0.36,0.27,0.13
gailyRN,0.28,0.42,0.28,0.52,0.19,0.4,0.17
goldy_levy,0.23,0.4,0.19,0.3,0.22,0.24,0.08
granmanh,0.35,0.43,0.33,0.21,0.48,0.43,0.16
granmary7235,0.37,0.45,0.38,0.51,0.47,0.38,0.43
gusta_ri,0.28,0.44,0.26,0.39,0.26,0.47,0.17
haneyjonesr,0.28,0.3,0.18,0.55,0.37,0.37,0.21
harpyonside,0.31,0.33,0.48,0.51,0.48,0.36,0.22
hckysnyder,0.43,0.48,0.22,0.53,0.44,0.54,0.41
heatco,0.25,0.13,0.11,0.26,0.21,0.19,0.13
heresjo,0.28,0.27,0.24,0.28,0.47,0.26,0.13
hockymom5,0.25,0.42,0.38,0.62,0.22,0.33,0.18
hulabird1,0.31,0.42,0.19,0.48,0.31,0.25,0.2
hyland114,0.38,0.35,0.3,0.31,0.49,0.58,0.12
iLgamosiLcoin,0.83,0.9,0.64,0.38,0.53,0.88,0.915
ibangel,0.45,0.64,0.38,0.44,0.48,0.64,0.1
idarose711,0.48,0.42,0.36,0.29,0.59,0.32,0.25
iluvspringtime,0.27,0.51,0.13,0.27,0.2,0.19,0.14
irishodaly,0.41,0.39,0.75,0.35,0.69,0.53,0.42
irritatedwoman,0.72,0.66,0.32,0.29,0.57,0.36,0.52
itisdemocracy,0.31,0.23,0.21,0.21,0.37,0.2,0.22
jedbettman,0.16,0.26,0.1,0.17,0.08,0.27,0.18
jfleit,0.39,0.35,0.2,0.43,0.42,0.21,0.22
jimmycobb91,0.31,0.41,0.18,0.24,0.38,0.35,0.2
jkaccinni,0.6,0.59,0.31,0.41,0.46,0.34,0.61
joachim111,0.33,0.2,0.17,0.29,0.56,0.174,0.16
joepalojoe,0.57,0.57,0.37,0.29,0.42,0.34,0.47
joette_hayward,0.21,0.21,0.26,0.2,0.31,0.38,0.18
judemgreen,0.23,0.37,0.17,0.37,0.27,0.21,0.32
kathryntb1,0.47,0.55,0.56,0.34,0.56,0.5,0.18
kenruss67,0.35,0.46,0.28,0.29,0.61,0.38,0.11
kingnqueen7,0.36,0.54,0.42,0.28,0.52,0.59,0.43
lachristygreen,0.43,0.33,0.15,0.37,0.41,0.22,0.3
ladycatherinecd,0.34,0.39,0.39,0.3,0.41,0.48,0.2
largefamilymom,0.45,0.23,0.17,0.18,0.61,0.22,0.46
leadpepper123,0.5,0.461357143,0.47,0.592598566,0.63,0.2,0.783886357
lindamama02,0.35,0.31,0.12,0.66,0.34,0.25,0.2
lipstickpundit1,0.35,0.31,0.43,0.49,0.34,0.31,0.21
lisahlovelace,0.27,0.14,0.28,0.21,0.26,0.22,0.12
lisajnc1951,0.41,0.38,0.27,0.59,0.39,0.37,0.22
lucindajonesV01,0.35,0.24,0.06,0.49,0.34,0.18,0.19
lula_reh,0.24,0.38,0.2,0.25,0.31,0.26,0.12
lulu815,0.23,0.51,0.28,0.17,0.52,0.43,0.26
maevethegoddess,0.19,0.33,0.31,0.18,0.14,0.21,0.06
magasouthern,0.43,0.52,0.18,0.29,0.36,0.3,0.17
magasupporter,0.23,0.37,0.37,0.25,0.16,0.27,0.2
malcolmshabazz6,0.53,0.62,0.29,0.11,0.45,0.73,0.31
march4progress,0.35,0.42,0.3,0.45,0.34,0.29,0.25
margaretresin,0.34,0.41,0.27,0.36,0.2,0.44,0.18
mb141bar,0.23,0.33,0.18,0.28,0.37,0.27,0.05
michstepstone,0.25,0.34,0.1,0.43,0.22,0.11,0.19
millerdj78,0.22,0.35,0.14,0.22,0.43,0.35,0.06
mizzizzo,0.11,0.32,0.12,0.31,0.22,0.29,0.01
morvjn,0.26,0.41,0.1,0.42,0.16,0.29,0.2
mostwiselatina,0.27,0.3,0.16,0.21,0.24,0.33,0.06
mowser1970,0.5,0.47,0.32,0.58,0.72,0.5,0.29
mrred549,0.47,0.42,0.39,0.58,0.32,0.38,0.22
naturalbabies3,0.35,0.36,0.37,0.49,0.38,0.3,0.18
nousgnostic,0.22,0.13,0.18,0.27,0.42,0.31,0.17
nov2016Trump,0.34,0.42,0.15,0.39,0.42,0.19,0.32
novaculus,0.56,0.41,0.32,0.41,0.46,0.31,0.22
ntvnyr173,0.44,0.26,0.31,0.16,0.32,0.44,0.29
nu_reality,0.22,0.24,0.18,0.4,0.3,0.35,0.16
onlyXknives,0.31,0.26,0.24,0.31,0.34,0.11,0.44
pambnme,0.32,0.35,0.29,0.42,0.23,0.41,0.2
pd1940,0.19,0.29,0.15,0.4,0.26,0.25,0
perrisgirl1,0.25,0.39,0.1,0.32,0.26,0.29,0.28
platoon184,0.4,0.38,0.18,0.42,0.52,0.58,0.51
pmicc33,0.55,0.21,0.08,0.42,0.44,0.19,0.32
purplelizard04,0.21,0.37,0.33,0.49,0.34,0.51,0.21
randomsweede,0.52,0.47,0.63,0.52,0.62,0.58,0.81
rashidaldosari,0.39,0.42,0.49,0.62,0.28,0.44,0.33
realsmile,0.42,0.44,0.2,0.44,0.45,0.36,0.28
remart61,0.17,0.34,0.22,0.16,0.29,0.39,0.17
rhiles2760,0.33,0.3,0.39,0.54,0.57,0.24,0.19
richardpineo,0.38,0.41,0.32,0.71,0.36,0.17,0.4
ricko1735,0.38,0.13,0.42,0.29,0.64,0.23,0.12
rkf1215,0.36,0.37,0.29,0.52,0.48,0.36,0.42
rob_mcwaters,0.4,0.32,0.29,0.34,0.27,0.28,0.31
rockriver_,0.36,0.41,0.32,0.38,0.27,0.44,0.27
rogerjun2,0.33,0.61,0.795,0.47,0.793147134,0.85,0.02
ronalddukein,0.42,0.51,0.4,0.5,0.54,0.36,0.23
roughliterature,0.36,0.3,0.13,0.57,0.24,0.44,0.24
rover7_tony,0.31,0.37,0.38,0.25,0.21,0.44,0.09
roycan79,0.49,0.33,0.15,0.46,0.5,0.27,0.42
rrtaylor52,0.4,0.52,0.14,0.46,0.33,0.21,0.38
s_chelf,0.21,0.26,0.43,0.37,0.28,0.26,0.29
sarahfromtexas,0.51,0.46,0.26,0.26,0.47,0.47,0.38
scottomalley,0.52,0.56,0.37,0.35,0.5,0.44,0.43
scottvic111,0.34,0.43,0.31,0.59,0.3,0.53,0.26
seraphimmoon13,0.39,0.31,0.36,0.29,0.49,0.19,0.16
sheri_scary,0.43,0.29,0.39,0.52,0.39,0.53,0.26
shivie,0.48,0.44,0.54,0.41,0.58,0.51,0.39
shop_wife,0.34,0.43,0.3,0.18,0.47,0.5,0.05
slewfan,0.52,0.42,0.38,0.32,0.54,0.38,0.26
slong5323,0.27,0.23,0.47,0.2,0.42,0.36,0.38
smoss319,0.28,0.28,0.31,0.47,0.33,0.34,0.12
snipssn,0.48,0.58,0.45,0.28,0.64,0.49,0.25
sonnydesert,0.22,0.47,0.17,0.13,0.36,0.23,0.16
spdygdallas,0.42,0.47,0.7,0.51,0.42,0.56,0.48
